URN,Local Authority name,Establisment name,Easting,Northing,Type of Establishment,Phase of education,NO2 g/m3 mean,Above limit,Parliamentary Constituences,Establishment Status,Close Date
102623,Kingston upon Thames,Dysart School,518548,166707,Community Special School,Not applicable,34.3,No,Kingston and Surbiton,Closed,3/31/2016
131846,Newham,Portway Primary School,540055,183597,Community School,Primary,34.3,No,West Ham,Closed,4/30/2016
102157,Haringey,Gladesmore Community School,534098,188572,Community School,Secondary,34.3,No,Tottenham,Open,
101530,Brent,Mora Primary School,523143,185937,Community School,Primary,34.3,No,Brent Central,Open,
131775,Barking and Dagenham,Gascoigne Primary School,544442,183568,Community School,Primary,34.3,No,Barking,Open,
136110,Wandsworth,The Priory Lodge School,521595,175173,Other Independent Special School,Not applicable,34.3,No,Putney,Open,
100155,Greenwich,Cardwell Primary School,542625,178829,Community School,Primary,34.3,No,Greenwich and Woolwich,Open,
136147,Enfield,Aylward Academy,532917,192731,Academy Sponsor Led,Secondary,34.3,No,Edmonton,Open,
102744,Newham,Shaftesbury Primary School,541365,184317,Community School,Primary,34.3,No,East Ham,Open,
102721,Newham,Godwin Junior School,540818,185642,Community School,Primary,34.3,No,West Ham,Open,
101259,Barnet,Bell Lane Primary School,523677,189134,Community School,Primary,34.3,No,Hendon,Open,
138454,Waltham Forest,Hornbeam Academy Special Academy,536379,190898,Academy Special Converter,Not applicable,34.3,No,Walthamstow,Open,
103017,Sutton,Collingwood School,528741,164187,Other Independent School,Not applicable,34.3,No,Carshalton and Wallington,Open,
102983,Sutton,Beddington Infants' School,529235,164934,Community School,Primary,34.3,No,Carshalton and Wallington,Open,
133668,Harrow,Hillview Nursery Centre,514569,186734,LA Nursery School,Nursery,34.3,No,Harrow West,Open,
102522,Hounslow,Berkeley Primary School,511896,177485,Community School,Primary,34.3,No,Feltham and Heston,Open,
100927,Hounslow,Wellington Primary School,512823,176312,Community School,Primary,34.2,No,Poplar and Limehouse,Open,
138446,Haringey,Harris Primary Academy Coleraine Park,534536,190592,Academy Sponsor Led,Primary,34.2,No,Tottenham,Open,
141808,Wandsworth,Saint Cecilia's Church of England School,524589,173511,Academy Converter,Secondary,34.2,No,Putney,Open,
102734,Newham,New City Primary School,541501,182628,Community School,Primary,34.2,No,West Ham,Open,
102902,Richmond upon Thames,Barnes Primary School,521592,175859,Community School,Primary,34.2,No,Richmond Park,Open,
100154,Greenwich,Wingfield Primary School,540576,175577,Community School,Primary,34.2,No,Eltham,Open,
133885,Wandsworth,St George's Hospital Medical School,526995,171396,Higher Education Institutions,Not applicable,34.2,No,Tooting,Open,
100688,Lewisham,Holbeach Primary School,537465,173958,Community School,Primary,34.2,No,Lewisham East,Open,
102709,Newham,Altmore Infant School,542856,183973,Community School,Primary,34.2,No,East Ham,Open,
100862,Southwark,Dulwich Prep London,533196,172317,Other Independent School,Not applicable,34.2,No,Dulwich and West Norwood,Open,
102672,Merton,The Priory CofE School,525696,171091,Voluntary Aided School,Primary,34.2,No,Wimbledon,Open,
131724,Croydon,Selhurst Early Years Centre,532985,167413,LA Nursery School,Nursery,34.2,No,Croydon North,Open,
101939,Ealing,Brentside High School,515266,182151,Foundation School,Secondary,34.2,No,Ealing North,Open,
101879,Ealing,Coston Primary School,514489,182952,Community School,Primary,34.2,No,Ealing North,Open,
101927,Ealing,Edward Betham Church of England Primary School,514489,182952,Voluntary Aided School,Primary,34.2,No,Ealing North,Open,
101965,Ealing,Belvue School,513250,183799,Community Special School,Not applicable,34.2,No,Ealing North,Open,
102910,Richmond upon Thames,St Elizabeth's Catholic Primary School,518753,174350,Voluntary Aided School,Primary,34.2,No,Richmond Park,Open,
137273,Hillingdon,Tarbiyyah Primary School,509835,179239,Other Independent School,Not applicable,34.2,No,Hayes and Harlington,Open,
100045,Greenwich,St Patrick's Catholic Primary School,544893,178594,Voluntary Aided School,Primary,34.1,No,Holborn and St Pancras,Open,
140434,Croydon,Chestnut Park Primary School,531667,167934,Academy Sponsor Led,Primary,34.1,No,Croydon North,Open,
138588,Haringey,Noel Park Primary School,531474,190204,Academy Sponsor Led,Primary,34.1,No,Hornsey and Wood Green,Open,
100136,Greenwich,Kidbrooke Park Primary School,541246,176520,Community School,Primary,34.1,No,Eltham,Open,
141925,Newham,St Helen's Catholic Primary School,540040,182405,Academy Converter,Primary,34.1,No,West Ham,Open,
102153,Haringey,Hornsey School for Girls,530709,188684,Community School,Secondary,34.1,No,Hornsey and Wood Green,Open,
100175,Greenwich,St Peter's Catholic Primary School,543728,178491,Voluntary Aided School,Primary,34.1,No,Greenwich and Woolwich,Open,
100790,Southwark,Goodrich Community Primary School,534340,174098,Community School,Primary,34.1,No,Dulwich and West Norwood,Open,
131723,Croydon,Thornton Heath Nursery School,532630,168142,LA Nursery School,Nursery,34.1,No,Croydon North,Open,
141143,Merton,Harris Primary Academy Merton,529751,168655,Academy Sponsor Led,Primary,34.1,No,Mitcham and Morden,Open,
102635,Merton,Links Primary School,528358,170616,Community School,Primary,34.1,No,Mitcham and Morden,Open,
138651,Richmond upon Thames,Orleans Park School,516818,173617,Academy Converter,Secondary,34.1,No,Twickenham,Open,
101962,Ealing,Avenue House School,516733,181110,Other Independent School,Not applicable,34.1,No,Ealing Central and Acton,Open,
103106,Waltham Forest,Holy Family Catholic School,538138,189746,Voluntary Aided School,Secondary,34.1,No,Walthamstow,Open,
102937,Richmond upon Thames,Tower House School,520405,175156,Other Independent School,Not applicable,34.1,No,Richmond Park,Open,
101903,Ealing,Lady Margaret Primary School,512963,181786,Community School,Primary,34.1,No,"Ealing, Southall",Open,
102905,Richmond upon Thames,Chase Bridge Primary School,515056,174072,Community School,Primary,34.1,No,Twickenham,Open,
102898,Richmond upon Thames,Stanley  Primary School,515113,171842,Community School,Primary,34.1,No,Twickenham,Open,
137242,Bromley,Valley Primary School,539599,169471,Academy Converter,Primary,34.1,No,Bromley and Chislehurst,Open,
102869,Redbridge,Eastcourt Independent School,546287,187466,Other Independent School,Not applicable,34.1,No,Ilford South,Open,
102963,Sutton,Cheam Common Infants' School,522692,165586,Community School,Primary,34.1,No,Sutton and Cheam,Open,
142114,Barnet,Watling Park school,519953,191285,Free Schools,Primary,34.1,No,Hendon,Open,
134891,Harrow,Regent College,513147,187720,Other Independent School,Not applicable,34.1,No,Harrow West,Open,
101607,Bromley,Dorset Road Infant School,542188,172762,Community School,Primary,34,No,Bromley and Chislehurst,Closed,8/31/2016
100234,Hounslow,Orchard Primary School,513018,174913,Community School,Primary,34,No,Hackney South and Shoreditch,Open,
102776,Newham,Little Ilford School,542804,185152,Community School,Secondary,34,No,East Ham,Open,
138609,Brent,Queens Park Community School,523635,183910,Academy Converter,Secondary,34,No,Hampstead and Kilburn,Open,
100250,Hackney,Kingsmead Primary School,536310,185685,Community School,Primary,34,No,Hackney South and Shoreditch,Open,
100261,Hackney,Mandeville Primary School,536002,186066,Community School,Primary,34,No,Hackney South and Shoreditch,Open,
131403,Barnet,Tiferes High School,523157,188902,Other Independent School,Not applicable,34,No,Hendon,Open,
100750,Lewisham,Prendergast School,537237,175236,Voluntary Aided School,Secondary,34,No,"Lewisham, Deptford",Open,
102620,Kingston upon Thames,Canbury School,519975,170843,Other Independent School,Not applicable,34,No,Richmond Park,Open,
131625,Redbridge,Cranbrook Primary School,542630,187782,Community School,Primary,34,No,Ilford South,Open,
133935,Redbridge,Churchfields Junior School,540188,190783,Community School,Primary,34,No,Chingford and Woodford Green,Open,
135090,Hounslow,Oak Heights Independent School,513780,175725,Other Independent School,Not applicable,34,No,Brentford and Isleworth,Open,
138608,Brent,Sudbury Primary School,516584,185882,Academy Converter,Primary,34,No,Brent North,Open,
103022,Sutton,Sutton High School,525585,163965,Other Independent School,Not applicable,34,No,Sutton and Cheam,Open,
102962,Sutton,Cheam Common Junior School,522737,165542,Community School,Primary,33.9,No,Sutton and Cheam,Closed,12/31/2015
102962,Sutton,Cheam Common Junior School,522737,165542,Academy Sponsor Led,Primary,33.9,No,Sutton and Cheam,Closed,12/31/2015
140937,Southwark,Harris Primary Academy East Dulwich,535196,174908,Free Schools,Primary,33.9,No,Dulwich and West Norwood,Open,
101099,Wandsworth,Greenmead School,522805,174823,Community Special School,Not applicable,33.9,No,Putney,Open,
103028,Waltham Forest,Church Hill Nursery and Childrens Centre,537687,189179,LA Nursery School,Nursery,33.9,No,Walthamstow,Open,
102763,Newham,Essex Primary School,542530,185044,Community School,Primary,33.9,No,East Ham,Open,
101881,Ealing,Drayton Green Primary School,516345,180901,Community School,Primary,33.9,No,Ealing North,Open,
100156,Greenwich,Foxfield Primary School,544122,178461,Community School,Primary,33.9,No,Greenwich and Woolwich,Open,
101783,Croydon,Rockmount Primary School,532922,170668,Community School,Primary,33.9,No,Croydon North,Open,
139177,Haringey,St Paul's and All Hallows CofE Junior School,534107,191404,Academy Converter,Primary,33.9,No,Tottenham,Open,
100749,Lewisham,"Trinity Church of England School, Lewisham",539574,174825,Voluntary Aided School,All Through,33.9,No,Lewisham East,Open,
139243,Haringey,Area 51 Education Ltd,530711,190006,Special Post 16 Institution,16 Plus,33.9,No,Hornsey and Wood Green,Open,
102628,Merton,Dundonald Primary School,524583,170095,Community School,Primary,33.9,No,Wimbledon,Open,
139094,Croydon,Aerodrome Primary Academy,531710,164071,Academy Converter,Primary,33.9,No,Croydon South,Open,
100702,Lewisham,Sandhurst Junior School,539055,173451,Community School,Primary,33.9,No,Lewisham East,Open,
100703,Lewisham,Sandhurst Infant and Nursery School,539055,173451,Community School,Primary,33.9,No,Lewisham East,Open,
101885,Ealing,Ravenor Primary School,513414,182823,Community School,Primary,33.9,No,Ealing North,Open,
134847,Redbridge,The John Barker Centre,545053,186918,Pupil Referral Unit,Not applicable,33.9,No,Ilford South,Closed,7/8/2016
101878,Ealing,Beaconsfield Primary and Nursery School,512363,179989,Community School,Primary,33.9,No,"Ealing, Southall",Open,
102254,Harrow,Roxeth Mead School,514776,186975,Other Independent School,Not applicable,33.9,No,Harrow West,Open,
102471,Hounslow,Cardinal Road Infant and Nursery School,510779,173152,Community School,Primary,33.9,No,Feltham and Heston,Open,
101203,Barking and Dagenham,Furze Infants' School,548410,188015,Community School,Primary,33.9,No,Dagenham and Rainham,Open,
137131,Barnet,Queen Elizabeth's Girls' School,524845,196314,Academy Converter,Secondary,33.9,No,Chipping Barnet,Open,
102250,Waltham Forest,Alpha Preparatory School,538331,189406,Other Independent School,Not applicable,33.9,No,Harrow West,Open,
100738,Lewisham,St Winifred's Catholic Junior School,539752,173994,Voluntary Aided School,Primary,33.8,No,Lewisham East,Closed,3/31/2016
138681,Wandsworth,Ark Putney Academy,523386,174365,Academy Converter,Secondary,33.8,No,Putney,Open,
102736,Newham,Park Primary School,539834,184464,Community School,Primary,33.8,No,West Ham,Open,
102174,Haringey,Excelsior College,533216,191410,Other Independent School,Not applicable,33.8,No,Tottenham,Open,
136309,Southwark,Kingsdale Foundation School,533216,172108,Academy Converter,Secondary,33.8,No,Dulwich and West Norwood,Open,
100204,Greenwich,Moatbridge School,541778,174205,Community Special School,Not applicable,33.8,No,Eltham,Open,
101368,Barnet,Hendon Preparatory School,523599,189538,Other Independent School,Not applicable,33.8,No,Hendon,Open,
101396,Barnet,Oakleigh School & Acorn Assessment Centre,527540,193376,Community Special School,Not applicable,33.8,No,Chipping Barnet,Open,
131128,Barnet,Finchley and Acton Yochien School,524719,190449,Other Independent School,Not applicable,33.8,No,Finchley and Golders Green,Open,
102671,Merton,St John Fisher RC Primary School,523499,167656,Voluntary Aided School,Primary,33.8,No,Wimbledon,Open,
132169,Merton,Malmesbury Primary School,526267,166961,Community School,Primary,33.8,No,Mitcham and Morden,Open,
102920,Richmond upon Thames,Archdeacon Cambridge's Church of England Primary School,515342,172754,Voluntary Aided School,Primary,33.8,No,Twickenham,Open,
138924,Hounslow,Heston Community School,513320,177368,Academy Converter,Secondary,33.8,No,Feltham and Heston,Open,
135968,Croydon,Oasis Academy Shirley Park,534874,166649,Academy Sponsor Led,All Through,33.8,No,Croydon Central,Open,
130454,Richmond upon Thames,Richmond-upon-Thames College,515279,173797,Further Education,16 Plus,33.8,No,Twickenham,Open,
101407,Bexley,Gravel Hill Primary School,549770,175013,Community School,Primary,33.8,No,Bexleyheath and Crayford,Open,
102422,Hillingdon,Botwell House Catholic Primary School,509698,179936,Voluntary Aided School,Primary,33.8,No,Hayes and Harlington,Open,
102993,Sutton,St Cecilia's Catholic Primary School,523838,165769,Voluntary Aided School,Primary,33.8,No,Sutton and Cheam,Open,
101682,Bromley,Bickley Park School,542275,168896,Other Independent School,Not applicable,33.8,No,Bromley and Chislehurst,Open,
134243,Hounslow,Suffah Primary School,512990,174597,Other Independent School,Not applicable,33.8,No,Brentford and Isleworth,Open,
138266,Hounslow,Reach Academy Feltham,510488,172771,Free Schools,All Through,33.8,No,Feltham and Heston,Open,
102799,Redbridge,Cleveland Infants' School,543934,186014,Community School,Primary,33.7,No,Ilford South,Closed,12/31/2015
137668,Waltham Forest,Chingford House School,537552,191668,Other Independent School,Not applicable,33.7,No,Chingford and Woodford Green,Closed,9/11/2015
100192,Greenwich,The John Roan School,539473,177429,Voluntary Controlled School,Secondary,33.7,No,Greenwich and Woolwich,Open,
140270,Southwark,Small Acres,535201,174787,Other Independent School,Not applicable,33.7,No,Camberwell and Peckham,Open,
130995,Newham,Central Park Primary School,541903,183146,Community School,Primary,33.7,No,East Ham,Open,
102130,Haringey,Weston Park Primary School,530869,188546,Community School,Primary,33.7,No,Hornsey and Wood Green,Open,
101028,Wandsworth,Granard Primary School,522909,174502,Community School,Primary,33.7,No,Putney,Open,
101923,Ealing,St Gregory's Catholic Primary School,517570,181970,Voluntary Aided School,Primary,33.7,No,Ealing Central and Acton,Open,
103090,Waltham Forest,St Joseph's Catholic Infant School,537163,186973,Voluntary Aided School,Primary,33.7,No,Leyton and Wanstead,Open,
101009,Wandsworth,Furzedown Primary School,528505,170892,Community School,Primary,33.7,No,Tooting,Open,
102819,Redbridge,Uphall Primary School,543775,185266,Community School,Primary,33.7,No,Ilford South,Open,
102832,Redbridge,Snaresbrook Primary School,540315,189359,Community School,Primary,33.7,No,Leyton and Wanstead,Open,
100671,Lewisham,Adamsrill Primary School,536254,172024,Community School,Primary,33.7,No,Lewisham West and Penge,Open,
101269,Barnet,Colindale Primary School,521535,189221,Community School,Primary,33.7,No,Hendon,Open,
